x1,x2,label,phase
-2.0082728391644125,-1.674630353340778,0,0
-1.9998364567888558,-1.5579272335992451,0,0
-1.915630189503947,-1.7507160359768088,0,0
-1.7339093954904752,-1.6623109906933717,0,0
-1.8308969393522458,-1.5802246055339617,0,0
-2.0115897078810767,-1.5575692156327403,0,0
-2.0051218529529513,-1.9050064272557612,0,0
-2.017292446562305,-2.1951346731513195,0,0
-1.8901020773063963,-1.9987511879886868,0,0
-1.8675989576207763,-1.7761382414431703,0,0
-1.6956888570522486,-1.675032743801471,0,0
-1.699866252508267,-1.601984219038282,0,0
-1.4821705523815147,-1.6189065553351925,0,0
-1.2879929093358011,-1.7230796556108945,0,0
-1.3444983969914697,-1.9583253910562661,0,0
-1.4769709010091592,-2.240454544646429,0,0
-1.558849617497547,-2.050077064793655,0,0
-1.587149760010505,-1.97557038701652,0,0
-1.7581911838526152,-1.8924867423643799,0,0
-1.6115713531625675,-1.9947531353991355,0,0
-1.4769856486810902,-2.067097144466882,0,0
-1.8543508210059707,-2.1504995912182054,0,0
-1.7520395943019735,-2.0268448552189398,0,0
-1.7336890716653917,-2.1612669140944964,0,0
-1.6686771198450343,-2.119154739864547,0,0
-1.577592408254233,-1.9402923409704504,0,0
-1.6448085475456287,-2.3167409140727293,0,0
-1.8145067613654866,-2.167232769797953,0,0
-1.9173902512638916,-2.2316127996110664,0,0
-1.983081601839258,-2.1977234671354995,0,0
-2.128666182995433,-2.0786802900040633,0,0
-1.9951858108984726,-1.9669410930473972,0,0
-2.0309295398490175,-1.9313221565645238,0,0
-2.314091777777292,-1.979315843832151,0,0
-2.5299529523882356,-2.2250620717908567,0,0
-2.547580362702097,-2.3080582185609475,0,0
-2.469135204606854,-2.2842507638231306,0,0
-2.4384011614689567,-2.368469014123592,0,0
-2.418738724602047,-2.5531786472660474,0,0
-2.4531684635978532,-2.5533902815904876,0,0
-2.5134866775556044,-2.604379602101613,0,0
-2.5055716135545816,-2.5821125208171956,0,0
-2.389725313640422,-2.393899071435524,0,0
-2.231803183289858,-2.2800800681077384,0,0
-2.1344672264129314,-2.336127100450663,0,0
-2.030419125815996,-2.3700310229011516,0,0
-1.9214577401817612,-2.5079631849748565,0,0
-1.9549724934565653,-2.1273318217881196,0,0
-1.99467160409647,-2.3649473927252833,0,0
-1.7300379418362133,-2.389826533510866,0,0
-1.9354008616143537,-2.580139615904526,0,0
-1.9561959045704316,-2.4483336423548234,0,0
-2.0645523759631397,-2.3368623875473373,0,0
-2.4721843579171137,-2.511638206274065,0,0
-2.64205052872399,-2.9108076066955304,0,0
-2.8800405761313046,-2.920852720762219,0,0
-2.92637917807902,-3.1373769916469834,0,0
-2.719271724554191,-3.0931785187442613,0,0
-2.6885569450793456,-3.0266268567545684,0,0
-2.6049793768545038,-3.155637853327499,0,0
-2.3734388624088365,-3.204812996285589,0,0
-2.4674663434602335,-3.2227262120454436,0,0
-2.5577400141666407,-3.3298326015038846,0,0
-2.813504902857762,-3.5960939868120674,0,0
-2.6878426655384113,-3.5748660996641344,0,0
-2.6899009151326334,-3.4412794741892285,0,0
-2.755454587111224,-3.7248500342057707,0,0
-2.56343114468567,-3.595419868789119,0,0
-2.8133333925392865,-3.5084988105129895,0,0
-2.969055335018111,-3.4107559641615084,0,0
-2.7117122375898584,-3.534792028553913,0,0
-2.758482989915381,-3.5490244792830397,0,0
-2.6987340372072204,-3.259864955237397,0,0
-2.8773549928290456,-3.316202817475294,0,0
-2.519595918403653,-3.4467517605443634,0,0
-2.354826932264112,-3.4039309118833456,0,0
-2.34398523968105,-3.3051131263504345,0,0
-2.485996100337436,-3.232783005837216,0,0
-2.4106200762996366,-3.3155940590794315,0,0
-2.0981470849896313,-3.403718532429342,0,0
-2.3396734606003164,-3.364898967170426,0,0
-2.222210802570079,-3.5824506467541086,0,0
-2.2628017815903503,-3.6872246203071377,0,0
-2.3049566704435978,-3.51354060305158,0,0
-2.2917106274321406,-3.3157556642530133,0,0
-2.298711606166213,-3.2644182434699807,0,0
-2.412738873706461,-3.176082840275342,0,0
-2.1953004186855596,-3.1567230092561007,0,0
-2.344876180458606,-3.1042740382517984,0,0
-2.2431066924266148,-3.042184328876038,0,0
-2.149979923408512,-3.1706051636056687,0,0
-2.1904216053413714,-3.1088720129218643,0,0
-2.193153749071476,-3.1150463035563547,0,0
-2.2467586552016487,-3.0619720078081922,0,0
-2.3122059736378895,-3.0671499596400924,0,0
-2.1730244312687947,-2.916312321754661,0,0
-2.1559714065463584,-3.01478578044098,0,0
-2.2984580171429525,-3.0289699208095913,0,0
-2.4984182936761594,-3.0774014215872745,0,0
-2.62130480600841,-3.065439267934118,0,0
-2.497183662210406,-3.1451003081604503,0,0
-2.0948427986526363,-3.27092309783737,0,0
-1.7513981662824696,-3.2058201801055204,0,0
-1.7261487882088002,-3.375081492571308,0,0
-1.5400479042223971,-3.401042206359526,0,0
-1.7523443002919747,-3.5423971268576513,0,0
-1.8620935353666006,-3.596397410132998,0,0
-1.7169546382625391,-3.4019429824097966,0,0
-1.7491080022508112,-3.448628816583633,0,0
-1.7900532965113907,-3.4021157097651837,0,0
-1.661838646037699,-3.2801009360298203,0,0
-1.5383443139317572,-3.1117832719837013,0,0
-1.2980295278886593,-2.8933762844822892,0,0
-1.6248932632631388,-3.086596916349873,0,0
-1.5565110906833541,-3.067056790661262,0,0
-1.4480427143089578,-3.297669787135157,0,0
-1.605807067594557,-3.0913722123213403,0,0
-1.691306345105046,-3.0567078608085274,0,0
-1.7225098174234517,-2.9830920260813176,0,0
-1.824519638594797,-2.9719411074466393,0,0
-1.7615896020986097,-3.0508472785885616,0,0
-1.8385507094036824,-3.0443393891580293,0,0
-2.118597010693471,-3.077255490866451,0,0
-2.3104269445839303,-2.877351931233555,0,0
-2.4116499235342106,-2.819625243394504,0,0
-2.3931833895649994,-2.92465637380964,0,0
-2.2172168221819124,-3.1664954953979207,0,0
-2.5137284271435885,-3.094454585377969,0,0
-2.5657351506687274,-3.059995950449156,0,0
-2.485802847916673,-3.1457849223853858,0,0
-2.5048298382691025,-3.209675202143339,0,0
-2.548085374334845,-3.3335911120329236,0,0
-2.165339670855193,-3.3558853306709193,0,0
-2.2605875124290917,-3.5132769316612547,0,0
-2.189446854036475,-3.648169626477021,0,0
-2.273741530854612,-3.6323728443202135,0,0
-1.8505993081444996,-3.473310599894415,0,0
-1.9679885700024011,-3.635742064781833,0,0
-1.945200092117354,-3.580768258403758,0,0
-1.9534490704668093,-3.2838079295273834,0,0
-1.7413546421437267,-3.433442924243134,0,0
-1.824382726407563,-3.4718875180930757,0,0
-1.85598326372925,-3.36881162619705,0,0
-1.9255689016006763,-3.369751114977779,0,0
-2.0349388295674156,-3.325577267070353,0,0
-1.8678980748411687,-3.129476746868738,0,0
-2.0977537269864204,-3.4203001757859037,0,0
-2.1954095758383443,-3.3689908239097046,0,0
-2.1441864837839617,-3.3387804828728287,0,0
-2.025773496987633,-3.342737888092422,0,0
-1.9519021921607465,-3.470115867077074,0,0
-1.8653025796432179,-3.612040255718018,0,0
-1.758087601543725,-3.6766498278644977,0,0
-1.751492228226579,-3.4863699436616855,0,0
-2.0141601342593876,-3.6312843644109507,0,0
-1.7673644770718187,-3.430319226381309,0,0
-1.9148247018072346,-3.5962510985812006,0,0
-1.8648518878226452,-3.3306349983085584,0,0
-1.8905417557507593,-3.1903235852826852,0,0
-1.6845477078923632,-3.1173293031880327,0,0
-1.5839024084174351,-3.096886043911936,0,0
-1.4464692139913873,-3.375733179925142,0,0
-1.5714292838977084,-3.23121755438438,0,0
-1.5730166640213048,-3.143973819631392,0,0
-1.614864865977483,-3.408396126068297,0,0
-1.461224099510368,-3.524945193029664,0,0
-1.6219006961713114,-3.7661044148077343,0,0
-1.5618186734132242,-3.842375347622959,0,0
-1.6568065591375465,-3.5851879018852646,0,0
-1.4923241573515984,-3.7902679982441696,0,0
-1.4144484020506145,-3.772846712958026,0,0
-1.4755272797836798,-3.977954705299974,0,0
-1.1309573609357304,-3.986055990125327,0,0
-0.9804935432998474,-3.964260767129105,0,0
-1.0798528441304909,-4.002996738486988,0,0
-1.2165928628013578,-3.9970149751025197,0,0
-1.319813944563983,-4.027431256601569,0,0
-1.2513956769457066,-4.186215731786908,0,0
-1.3881242603530148,-4.3109886250345,0,0
-1.2457329905225278,-4.283120601445468,0,0
-1.3984479663958758,-4.21600151001281,0,0
-1.2438166076733619,-4.296957978855827,0,0
-1.4127520295566367,-4.030474764458678,0,0
-1.4760347109265173,-4.284638199975525,0,0
-1.378749255938623,-4.324132117426536,0,0
-1.2835738601306823,-4.546281572568799,0,0
-1.223365107121386,-4.405421917494349,0,0
-1.2263570603525562,-4.536592349222453,0,0
-1.0607960697078795,-4.642023870572088,0,0
-1.001665620215316,-4.813042958620399,0,0
-0.9731830095406397,-5.0511409941051015,0,0
-1.0679076836848433,-4.644247699749928,0,0
-0.9771434664605082,-4.565900530175379,0,0
-0.8363839852463724,-4.420964534383096,0,0
-0.5324036367684093,-4.394894569060386,0,0
-0.6499918476957196,-4.339906705489807,0,0
-0.6263533935710696,-4.275526983423791,0,0
-0.5614391624432794,-4.0241725837238524,0,0
-0.5015708875962347,-3.9425220701901518,0,0
-0.5745715430128532,-4.230598878461782,0,0
-0.49121806991969263,-4.382701018654746,0,0
-0.41723767226292746,-4.146165385225315,0,0
-0.5614386091815206,-4.177631267753314,0,0
-0.46404901992515957,-4.568914696359208,0,0
-0.33594914616595795,-4.602262691543207,0,0
-0.3793110300382816,-4.6372302315917135,0,0
-0.4271927239799875,-4.965446092326607,0,0
-0.6206042379731285,-5.124998809656062,0,0
-0.5963235051105732,-5.010151196624016,0,0
-0.4019086640046057,-4.76966344274371,0,0
-0.2990335350798231,-4.712246452272334,0,0
-0.16452384217725347,-4.7799808816289495,0,0
-0.09559161232239266,-4.668008283013289,0,0
-0.20945044042687422,-4.600956903389326,0,0
-0.27724681440668253,-4.6097109424304294,0,0
-0.07608311358598652,-4.625769953794095,0,0
0.11636573890039485,-4.542645387711123,1,0
0.11938075834680345,-4.446872819105832,1,0
0.2836290722057488,-4.563770092832452,1,0
0.3439102508393388,-4.69555845747567,1,0
0.4172751772513976,-4.419715327531482,1,0
0.219042440030718,-4.490004645272929,1,0
0.3076577003380178,-4.623531307340428,1,0
0.09553098222438244,-4.671952308883405,1,0
0.026909539813270794,-4.584852436255666,1,0
0.020569298639486772,-4.229410734667207,1,0
0.07085625418620757,-4.169584901643739,1,0
0.2055561208856484,-4.0056539784045455,1,0
0.14388977417402854,-3.89422996369506,1,0
0.2776494667621729,-3.779019684006785,1,0
0.3807860163031074,-3.8566167440189645,1,0
0.17530248059169265,-3.850307188051823,1,0
-0.05734863886429556,-3.7011385333677693,0,0
0.07399107247632888,-3.7917459523119525,1,0
-0.027124805001137828,-3.78787844197599,0,0
-0.13348189152995418,-3.9061282118098473,0,0
-0.07077652011915206,-4.0763307259533486,0,0
0.10724297362780735,-3.896703800642699,1,0
-0.038401837696656754,-4.096045893714239,0,0
-0.0114596807559884,-3.757585743896935,0,0
0.1533722396999559,-3.8589152811741387,1,0
0.3199348553266895,-3.881396356345614,1,0
0.45899974005900857,-3.8760590080263158,1,0
0.26512150046026434,-3.9235426434900074,1,0
0.39247920174555895,-3.9936344893429623,1,0
0.3884728891582727,-3.901238441328097,1,0
0.32087084189411524,-3.84391761850505,1,0
0.03317209108173069,-3.688104329570301,1,0
-0.09604156126312581,-3.608619731726629,0,0
0.07816905525498762,-3.3744702715660706,1,0
0.02694263832730317,-3.3638522298606186,1,0
0.13949083363708611,-3.312789220766051,1,0
0.20679740231841579,-3.371655410072262,1,0
0.34182393662608357,-2.9986092633418733,1,0
0.24834537525442668,-2.7561434715785724,1,0
0.09003867942406649,-2.784070556404339,1,0
0.2246019130924511,-2.659034886604064,1,0
-0.04978148372332811,-2.7504410702677315,0,0
0.12803538241425313,-2.697667356513604,1,0
-0.12366849016355355,-2.7797436686745853,0,0
-0.12647561147001446,-2.6507744930869195,0,0
-0.050483513522390056,-2.8501488006821405,0,0
0.1508045551753786,-3.266564103748869,1,0
0.060820127261291435,-3.0631539943802433,1,0
0.026332014307380053,-2.9371353639401745,1,0
0.006627490933376709,-3.1156585776837167,1,0
-0.008655972898543758,-3.454025913471617,0,0
-0.040594195943907715,-3.3472044135699406,0,0
-0.10188593309253256,-3.078033616318158,0,0
-0.018706526917198582,-2.8954964900816043,0,0
0.06326180170572528,-2.8849194111442356,1,0
0.2479268310107579,-2.5370147103570995,1,0
0.11531862894737288,-2.5987344305367097,1,0
0.08033013373995929,-2.1602190546919893,1,0
0.11170092214736849,-1.7871618989943558,1,0
0.031244019136648343,-1.790484140333938,1,0
0.05456156134694602,-1.751578042305715,1,0
0.04669940521663353,-1.8180205564265497,1,0
0.2812499960475422,-2.016426490032668,1,0
0.216751657368562,-1.984351612674613,1,0
0.06008224198015233,-2.0503605736961252,1,0
0.025435045179878962,-1.8201347737693283,1,0
0.011152526948510447,-1.7323373212704145,1,0
-0.11520998328661926,-1.6388546905288601,0,0
-0.1885404798498425,-1.5843331141864945,0,0
-0.037401998855657176,-1.4554026230566914,0,0
0.19196330049555768,-1.723682442886076,1,0
0.275903904070634,-1.719602356417064,1,0
0.5748111116198078,-1.8288656193635,1,0
0.4596236984628153,-1.8169819890700813,1,0
0.3164821490127559,-1.6218066171205887,1,0
0.16617751050531537,-1.692991319730188,1,0
0.09122900512789178,-1.7483349186730743,1,0
0.1485901368156588,-1.7473153033592628,1,0
-0.2089006500551323,-1.7197928752541896,0,0
-0.059540818710257015,-1.654531621899668,0,0
-0.09040328837562336,-1.5940839631765904,0,0
-0.07566829152144572,-1.6630501637141406,0,0
-0.19456148312343827,-1.3996892334762379,0,0
0.014937149294711016,-1.2061510365474817,1,0
0.07284830632421624,-1.188134713039761,1,0
0.15974653265363442,-1.3544519938199677,1,0
0.238417089524315,-1.5102744348190724,1,0
0.20936257176385947,-1.2373772860962406,1,0
0.32827256266359855,-1.1928819936664379,1,0
0.36155533744106577,-0.9860681331980237,1,0
0.5110682685198276,-1.0973430892888327,1,0
0.540424695739969,-1.2577014308447152,1,0
0.6081715807297489,-1.1886530266304873,1,0
0.4757654298274743,-1.1989036295592266,1,0
0.6480745222990915,-1.1239650526605214,1,0
0.7174182284677915,-1.4980748115244726,1,0
0.8205226318990194,-1.4910052887808365,1,0
0.7178467853042806,-1.4989397100064525,1,0
0.6582164153593721,-1.5491005402040186,1,0
0.27954970058030426,-1.6536172990398694,1,0
0.2460985902776439,-1.6467315488938001,1,0
0.08932290945105026,-1.6944030067833908,1,0
-0.06951655605196155,-1.686986285390553,0,0
-0.13629487352779793,-1.6873074736382523,0,0
-0.4526111181224852,-1.4822380490937532,0,0
-0.29168734010446606,-1.1911160059013788,0,0
-0.38083862401800145,-1.011730017131679,0,0
-0.2918474180445766,-1.1510186511413476,0,0
-0.25389741917806824,-1.1865441652888287,0,0
-0.07057509088403327,-1.3452892176693034,0,0
-0.009504261720063509,-1.3508963949518777,0,0
-0.019079693212888868,-1.4791042042718088,0,0
0.15173132037570464,-1.3972561101915781,1,0
0.2681284507823727,-1.4646221776932904,1,0
0.2136211403997338,-1.1190315039958543,1,0
0.2821335995564088,-1.0827807304102732,1,0
0.3739616169557715,-1.0853095968611475,1,0
0.5712815079150705,-1.017133871537368,1,0
0.6284422165854098,-1.011015476383076,1,0
0.43128265212606043,-1.1013170576709552,1,0
0.3731464929842247,-1.304092735363655,1,0
0.2829121835859577,-1.2772183685084257,1,0
0.40914162042038993,-1.493993683029073,1,0
0.31165019365058994,-1.5470585645554193,1,0
0.26690494497831907,-1.441737996789399,1,0
0.4561484815309914,-1.4774994228377745,1,0
0.3745644317522454,-1.384931123134368,1,0
0.2755772693104677,-1.5848534565198522,1,0
0.5021912515133363,-1.5000009842024546,1,0
0.20254951219409167,-1.4175140687525978,1,0
0.24999550401305232,-1.5811518770105948,1,0
0.21243899119316562,-1.5580411452753131,1,0
0.25721977293848336,-1.5860549886355968,1,0
0.36070069210269246,-1.6044879983806326,1,0
0.3810956796371554,-1.4184936268642176,1,0
0.31958767525717524,-1.6447522739403015,1,0
0.2566071983869812,-1.5322303043925145,1,0
0.2111894779161238,-1.29301452628485,1,0
0.2040740029020424,-1.1016636933046797,1,0
0.2094304841224074,-1.05255543318785,1,0
0.17491652560149132,-0.9784993718838072,1,0
0.03806596421208308,-0.672633942690489,1,0
0.12872727578036733,-0.5978892475875183,1,0
0.03580681026725403,-0.7656915171221867,1,0
-0.020701967442806106,-0.8241283856909327,0,0
0.0677359338786625,-0.9232936939343883,1,0
0.0651190693323412,-1.1987169417273598,1,0
-0.12292032174463383,-1.1171549267168612,0,0
-0.05772583333145315,-0.9854951052493398,0,0
0.019105980408138823,-0.8688285443871848,1,0
-0.007629772675297845,-0.7225724793334632,0,0
-0.14422989069180944,-0.6174887582607744,0,0
-0.0009040982489423588,-1.0289542879736897,0,0
0.0052941178604064484,-0.9970063340231727,1,0
0.02857859208090342,-1.120629678766321,1,0
-0.0035936016379036206,-1.1411146263630585,0,0
-0.3435127065993613,-1.5638427176919818,0,0
-0.3374347030703811,-1.5884153400270429,0,0
-0.4591882012964327,-2.035823267511891,0,0
-0.4254218536578841,-2.2112543998750884,0,0
-0.4790437815364019,-2.0075912228444888,0,0
-0.4738169011871859,-1.8628608818814913,0,0
-0.24222723016640063,-1.9263283517854064,0,0
-0.18984702947850915,-1.9410248126892067,0,0
-0.27913869588094725,-2.092798297426325,0,0
0.02511338210594999,-2.2511984761629313,1,0
-0.2979580242149011,-1.9386202352144495,0,0
-0.3695425760950334,-2.0717214651933946,0,0
-0.05277237766891507,-2.0667115370582967,0,0
-0.18646480319889763,-1.886464510718866,0,0
-0.45514458998902285,-1.8732263565924188,0,0
-0.6355518942304769,-1.7078081536317766,0,0
-0.7886666101512095,-1.8301893513192584,0,0
-0.6376451283302719,-1.8234825680805333,0,0
-0.4470401457735351,-1.8455537576115113,0,0
-0.36863494912493755,-1.998166700147943,0,0
-0.36777067779528394,-1.9433399996124232,0,0
-0.5401253886710301,-2.169500578577142,0,0
-0.7204172631081798,-2.1451176031439556,0,0
-0.7098265966174065,-2.112994407405817,0,0
-0.5388866194741788,-2.065284318469984,0,0
-0.5916831456209025,-1.9222912194532351,0,0
-0.5379064044032508,-1.9535563652863037,0,0
-0.4348458681045362,-1.9224363843912,0,0
-0.4665743935693392,-1.8822505325249625,0,0
-0.6942270565633912,-1.7338163640859954,0,0
-0.602763194595022,-1.892071196227973,0,0
-0.6172123841478391,-1.9693461834141772,0,0
-0.48058525447491146,-2.1648445164297585,0,0
-0.36139389681537465,-2.188568049421611,0,0
-0.12754752826259463,-2.203198706523129,0,0
0.0702264494977081,-2.055017798043373,1,0
-0.19396187702613082,-2.0258439375640522,0,0
-0.011111422382618918,-1.8151850449580835,0,0
0.2879944885474363,-1.767345924922021,1,0
0.09406566114113032,-1.7655074940443722,1,0
0.04490502051464692,-1.6194140762319225,1,0
0.2932199185346606,-1.3157449704900226,1,0
0.3771531328914225,-1.322488187589576,1,0
0.4326086906780215,-1.490723841073422,1,0
0.5047418385269089,-1.7203292281068567,1,0
0.9011918617274163,-1.7070053749268792,1,0
0.8036296012728953,-1.9087635913570227,1,0
0.9064210832293783,-1.6506193678469636,1,0
0.7641498842044081,-1.9117397543069992,1,0
0.6622305451304031,-1.947252864128532,1,0
0.7657043254886688,-2.127793011329221,1,0
0.677622965383679,-2.054865898142508,1,0
0.774717170042418,-2.3791708226832755,1,0
1.1097576176820894,-2.4399511262735074,1,0
1.5373020081947881,-2.5269195625243417,1,0
1.6878476457726226,-2.7200134568681036,1,0
1.7029706815122005,-2.5557670825235683,1,0
1.534099073450836,-2.628845143031582,1,0
1.6214892204496394,-2.893560450398517,1,0
1.4304102766106546,-2.7803171514589193,1,0
1.558835048265878,-3.066580704486728,1,0
1.8934894355345302,-2.9580567470624595,1,0
2.1164984698422225,-3.0516078873906407,1,0
2.1801103909182293,-2.940195793861319,1,0
2.389024824393798,-2.8654449119206644,1,0
2.388607923644099,-2.962236982107447,1,0
2.322113807154318,-3.046730350871044,1,0
2.57141914783632,-3.1351145989185056,1,0
2.7587707224770455,-3.1626123154912786,1,0
2.85428357102441,-3.205493748931196,1,0
2.940077821472145,-3.186463334894706,1,0
2.736281027158022,-3.2451692716571294,1,0
2.674853574880333,-3.034987839529393,1,0
2.6824742132052077,-3.156868822133076,1,0
2.6788260335303375,-3.186541645225824,1,0
2.6302602002536193,-3.246449170099167,1,0
2.671151177243565,-3.440570131565995,1,0
2.5743594485808563,-3.4175821243357203,1,0
2.7184168473916475,-3.34896777707457,1,0
2.7988067432806303,-3.4440128885195125,1,0
2.992279118813675,-3.282114327475581,1,0
2.6437928347297213,-3.4766396075168284,1,0
2.4733791661979225,-3.7267919441552855,1,0
2.6854192018883953,-3.70286416995471,1,0
2.5986139186118433,-3.7386483201367655,1,0
2.489590247636784,-3.8942754502814623,1,0
2.350880840857207,-3.948907122810438,1,0
2.6343167685505935,-4.306080783622787,1,0
2.6196141304571747,-4.314353011563044,1,0
2.651003189989445,-4.395453006227511,1,0
2.496706937822171,-4.327968289369923,1,0
2.3606805715346404,-4.281198863026814,1,0
2.442704808707671,-4.563179596200999,1,0
2.6812299013999312,-4.7675060289976,1,0
2.632791897153411,-4.6445132933559385,1,0
2.423037601360541,-4.617867849568579,1,0
2.519078069192433,-4.83055209651919,1,0
2.3935578051190523,-4.91370494044839,1,0
2.301416554465256,-4.717801161185378,1,0
2.1179279547975045,-4.45208428984214,1,0
1.985175586127042,-4.451103440498159,1,0
1.9322568564606035,-4.468902317121018,1,0
1.8973768208088198,-4.533789756905399,1,0
2.051721761453246,-4.439916940124181,1,0
2.190518874622935,-4.404249860574163,1,0
2.2851534316683644,-4.337597673203454,1,0
2.3615601534650366,-4.325207648515806,1,0
2.3892811367906273,-4.166375917223142,1,0
2.3512427589526927,-4.072679075649775,1,0
2.427010604935719,-4.201592205244562,1,0
2.3365102393648134,-4.143998828022439,1,0
2.409952560115742,-4.1880542457308385,1,0
2.3313661630647906,-4.314093940858983,1,0
2.2559403459152465,-4.242110493826916,1,0
2.377931773970738,-4.556163948411667,1,0
2.5855570136589794,-4.869422451432035,1,0
2.4368618689944723,-4.75447667355019,1,0
2.3401819330402955,-4.756879691895155,1,0
2.2324486437057547,-4.4929604970735015,1,0
2.4586572651704026,-4.526661393085693,1,0
2.2621472468187136,-4.643559557815837,1,0
2.21767931001024,-4.929283149332161,1,0
2.256368474739212,-4.875560479462223,1,0
2.2120303423961283,-4.723113539632954,1,0
1.9227711521501123,-4.749103331702023,1,0
1.8979233462153378,-4.917748905201296,1,0
2.1092146059285968,-4.906037663498067,1,0
2.1219456881086938,-4.536968095352484,1,0
2.1259053831279897,-4.668854742681614,1,0
1.9732943130888894,-4.509805192521855,1,0
1.9113087047475927,-4.469875812734864,1,0
2.296336118302917,-4.617134436935078,1,0
2.1430228341598356,-4.534539385862624,1,0
2.186300464274092,-4.674137173162181,1,0
1.9691785701745865,-4.7256060154558295,1,0
1.9990475821646123,-4.668225983212842,1,0
2.1285314040645664,-4.7647522126978625,1,0
2.137417143466315,-4.7430391068156075,1,0
1.9875549674100608,-4.727635458243746,1,0
1.804561967708407,-4.630840921958178,1,0
1.9592182111544765,-4.746505582448011,1,0
1.9448158519806713,-4.610298723200869,1,0
2.104853916180411,-4.582048324030744,1,0
2.1808332419939362,-4.686790760836843,1,0
1.9035384043488501,-4.6980842383009165,1,0
1.9267575073849121,-4.904811119100639,1,0
2.193683107372597,-4.6394125485564945,1,0
2.183997265338455,-4.435582038731958,1,0
2.159290838474133,-4.760162073178357,1,0
2.1156712362545966,-4.655759655037512,1,0
1.9671951525457776,-4.741380674495984,1,0
2.0344007969967524,-4.992118826967275,1,0
2.104124881636149,-4.930729370959672,1,0
2.187533543386913,-4.957221286739083,1,0
2.0547865852331575,-5.068643752448493,1,0
2.060568049127564,-5.119398279598813,1,0
1.9808600010667616,-5.267353822747108,1,0
1.818653842286843,-5.489313115258704,1,0
1.9979670185243812,-5.543414178187928,1,0
1.953963579482512,-5.7317191532142955,1,0
2.053036033005272,-5.782358220629031,1,0
2.1976270444569317,-5.68654459842444,1,0
1.954331980410305,-5.644510520985049,1,0
1.8903801362143333,-5.603751064055147,1,0
1.9718532823586574,-5.609114255572965,1,0
1.8677683059516945,-5.703144558935773,1,0
2.1141483233672695,-5.5429323157309485,1,0
2.14006376477133,-5.5769456386825995,1,0
1.8452305818505772,-5.514965504966195,1,0
2.1163879311881892,-5.4536092171543515,1,0
1.9126290354716733,-5.779020281229999,1,0
2.1929071544309267,-5.7053189021885045,1,0
2.288545990732524,-5.677431596897844,1,0
2.2327906740648973,-5.514220852957191,1,0
2.1915722779240165,-5.326077438570867,1,0
